book_id,split,seed
9604,test,42
62086,test,42
48132,test,42
21464,test,42
73493,test,42
53986,test,42
15670,test,42
56140,test,42
59033,test,42
78497,test,42
29340,test,42
57791,test,42
24504,test,42
35430,test,42
36578,test,42
21049,test,42
35987,test,42
70207,test,42
55306,test,42
42992,test,42
7750,test,42
76495,test,42
17182,test,42
72079,test,42
8135,test,42
71761,test,42
16288,test,42
31099,test,42
65192,test,42
26138,test,42
57194,test,42
13491,test,42
15417,test,42
60297,test,42
22683,test,42
51201,test,42
3571,test,42
7199,test,42
73456,test,42
54611,test,42
5510,test,42
69607,test,42
31328,test,42
49505,test,42
16229,test,42
37085,test,42
18728,test,42
48218,test,42
4335,test,42
62214,test,42
1341,test,42
67877,test,42
29047,test,42
53626,test,42
34860,test,42
7115,test,42
3557,test,42
16996,test,42
37228,test,42
16891,test,42
9238,test,42
34377,test,42
64640,test,42
2516,test,42
20776,test,42
78083,test,42
34473,test,42
8507,test,42
59791,test,42
21002,test,42
67788,test,42
64233,test,42
10510,test,42
7237,test,42
6795,test,42
3030,test,42
52303,test,42
4226,test,42
25345,test,42
39795,test,42
8909,test,42
60196,test,42
56241,test,42
61267,test,42
23560,test,42
4994,test,42
12020,test,42
53269,test,42
45960,test,42
266,test,42
25234,test,42
16928,test,42
12205,test,42
12280,test,42
40179,test,42
52444,test,42
16578,test,42
48824,test,42
73911,test,42
62664,test,42
58344,test,42
17217,test,42
62455,test,42
19477,test,42
25511,test,42
27322,test,42
30203,test,42
62947,test,42
11960,test,42
18056,test,42
55465,test,42
